title,text,source,source_type,url,published,collected_at,full_text,auto_sentiment,manual_sentiment
"October 22, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 22, 2010, Friday. ",Neutral,
"October 21, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 21, 2010, Thursday. ",Neutral,
"October 20, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 20, 2010, Wednesday. ",Neutral,
"October 19, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 19, 2010, Tuesday. ",Neutral,
"October 18, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 18, 2010, Monday. ",Neutral,
"October 17, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 17, 2010, Sunday. ",Neutral,
"October 16, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 16, 2010, Saturday. ",Neutral,
"October 15, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 15, 2010, Friday. ",Neutral,
"October 14, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 14, 2010, Thursday. ",Neutral,
"October 13, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 13, 2010, Wednesday. ",Neutral,
"October 12, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 12, 2010, Tuesday. ",Neutral,
"October 11, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 11, 2010, Monday. ",Neutral,
"October 10, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 10, 2010, Sunday. ",Neutral,
"October 09, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 09, 2010, Saturday. ",Neutral,
"October 08, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 08, 2010, Friday. ",Neutral,
"October 07, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 07, 2010, Thursday. ",Neutral,
"October 06, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 06, 2010, Wednesday. ",Neutral,
"October 05, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 05, 2010, Tuesday. ",Neutral,
"October 04, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 04, 2010, Monday. ",Neutral,
"October 03, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 03, 2010, Sunday. ",Neutral,
"October 02, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 02, 2010, Saturday. ",Neutral,
"October 01, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 01, 2010, Friday. ",Neutral,
"September 30, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 30, 2010, Thursday. ",Neutral,
"September 29, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 29, 2010, Wednesday. ",Neutral,
"September 28, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 28, 2010, Tuesday. ",Neutral,
"September 27, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 27, 2010, Monday. ",Neutral,
"September 26, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 26, 2010, Sunday. ",Neutral,
"September 25, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 25, 2010, Saturday. ",Neutral,
"September 24, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 24, 2010, Friday. ",Neutral,
"September 23, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 23, 2010, Thursday. ",Neutral,
"September 22, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 22, 2010, Wednesday. ",Neutral,
"September 21, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 21, 2010, Tuesday. ",Neutral,
"September 20, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 20, 2010, Monday. ",Neutral,
"September 19, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 19, 2010, Sunday. ",Neutral,
"September 18, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 18, 2010, Saturday. ",Neutral,
"September 17, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 17, 2010, Friday. ",Neutral,
"September 16, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 16, 2010, Thursday. ",Neutral,
"September 15, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 15, 2010, Wednesday. ",Neutral,
"September 14, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 14, 2010, Tuesday. ",Neutral,
"September 13, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 13, 2010, Monday. ",Neutral,
"September 12, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 12, 2010, Sunday. ",Neutral,
"September 11, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 11, 2010, Saturday. ",Neutral,
"September 10, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 10, 2010, Friday. ",Neutral,
"September 09, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 09, 2010, Thursday. ",Neutral,
"September 08, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 08, 2010, Wednesday. ",Neutral,
"September 07, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 07, 2010, Tuesday. ",Neutral,
"September 06, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 06, 2010, Monday. ",Neutral,
"September 05, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 05, 2010, Sunday. ",Neutral,
"September 04, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 04, 2010, Saturday. ",Neutral,
"September 03, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 03, 2010, Friday. ",Neutral,
"September 02, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 02, 2010, Thursday. ",Neutral,
"September 01, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 01, 2010, Wednesday. ",Neutral,
"August 31, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 31, 2010, Tuesday. ",Neutral,
"August 30, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 30, 2010, Monday. ",Neutral,
"August 29, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 29, 2010, Sunday. ",Neutral,
"August 28, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 28, 2010, Saturday. ",Neutral,
"August 27, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 27, 2010, Friday. ",Neutral,
"August 26, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 26, 2010, Thursday. ",Neutral,
"August 25, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 25, 2010, Wednesday. ",Neutral,
"August 24, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 24, 2010, Tuesday. ",Neutral,
"August 23, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 23, 2010, Monday. ",Neutral,
"August 22, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 22, 2010, Sunday. ",Neutral,
"August 21, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 21, 2010, Saturday. ",Neutral,
"August 20, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 20, 2010, Friday. ",Neutral,
"August 19, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 19, 2010, Thursday. ",Neutral,
"August 18, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 18, 2010, Wednesday. ",Neutral,
"August 17, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 17, 2010, Tuesday. ",Neutral,
"August 16, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 16, 2010, Monday. ",Neutral,
"August 15, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 15, 2010, Sunday. ",Neutral,
"August 14, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 14, 2010, Saturday. ",Neutral,
"August 13, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 13, 2010, Friday. ",Neutral,
"August 12, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 12, 2010, Thursday. ",Neutral,
"August 11, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 11, 2010, Wednesday. ",Neutral,
"August 10, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 10, 2010, Tuesday. ",Neutral,
"August 09, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 09, 2010, Monday. ",Neutral,
"August 08, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 08, 2010, Sunday. ",Neutral,
"August 07, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 07, 2010, Saturday. ",Neutral,
"August 06, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 06, 2010, Friday. ",Neutral,
"August 05, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 05, 2010, Thursday. ",Neutral,
"August 04, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 04, 2010, Wednesday. ",Neutral,
"August 03, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 03, 2010, Tuesday. ",Neutral,
"August 02, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 02, 2010, Monday. ",Neutral,
"August 01, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 01, 2010, Sunday. ",Neutral,
"July 31, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 31, 2010, Saturday. ",Neutral,
"July 30, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 30, 2010, Friday. ",Neutral,
"July 29, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 29, 2010, Thursday. ",Neutral,
"July 28, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 28, 2010, Wednesday. ",Neutral,
"July 27, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 27, 2010, Tuesday. ",Neutral,
"July 26, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 26, 2010, Monday. ",Neutral,
"July 25, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 25, 2010, Sunday. ",Neutral,
"July 24, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 24, 2010, Saturday. ",Neutral,
"July 23, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 23, 2010, Friday. ",Neutral,
"July 22, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 22, 2010, Thursday. ",Neutral,
"July 21, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 21, 2010, Wednesday. ",Neutral,
"July 20, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 20, 2010, Tuesday. ",Neutral,
"July 19, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 19, 2010, Monday. ",Neutral,
"July 18, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 18, 2010, Sunday. ",Neutral,
"July 17, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 17, 2010, Saturday. ",Neutral,
"July 16, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 16, 2010, Friday. ",Neutral,
"July 15, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 15, 2010, Thursday. ",Neutral,
"July 14, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 14, 2010, Wednesday. ",Neutral,
"July 13, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 13, 2010, Tuesday. ",Neutral,
"July 12, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 12, 2010, Monday. ",Neutral,
"July 11, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 11, 2010, Sunday. ",Neutral,
"July 10, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 10, 2010, Saturday. ",Neutral,
"July 09, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 09, 2010, Friday. ",Neutral,
"July 08, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 08, 2010, Thursday. ",Neutral,
"July 07, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 07, 2010, Wednesday. ",Neutral,
"July 06, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 06, 2010, Tuesday. ",Neutral,
"July 05, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 05, 2010, Monday. ",Neutral,
"July 04, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 04, 2010, Sunday. ",Neutral,
"July 03, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 03, 2010, Saturday. ",Neutral,
"July 02, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 02, 2010, Friday. ",Neutral,
"July 01, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 01, 2010, Thursday. ",Neutral,
"June 30, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 30, 2010, Wednesday. ",Neutral,
"June 29, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 29, 2010, Tuesday. ",Neutral,
"June 28, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 28, 2010, Monday. ",Neutral,
"June 27, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 27, 2010, Sunday. ",Neutral,
"June 26, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 26, 2010, Saturday. ",Neutral,
"June 25, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 25, 2010, Friday. ",Neutral,
"June 24, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 24, 2010, Thursday. ",Neutral,
"June 23, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 23, 2010, Wednesday. ",Neutral,
"June 22, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 22, 2010, Tuesday. ",Neutral,
"June 21, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 21, 2010, Monday. ",Neutral,
"June 20, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 20, 2010, Sunday. ",Neutral,
"June 19, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 19, 2010, Saturday. ",Neutral,
"June 18, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 18, 2010, Friday. ",Neutral,
"June 17, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 17, 2010, Thursday. ",Neutral,
"June 16, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 16, 2010, Wednesday. ",Neutral,
"June 15, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 15, 2010, Tuesday. ",Neutral,
"June 14, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 14, 2010, Monday. ",Neutral,
"June 13, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 13, 2010, Sunday. ",Neutral,
"June 12, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 12, 2010, Saturday. ",Neutral,
"June 11, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 11, 2010, Friday. ",Neutral,
"June 10, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 10, 2010, Thursday. ",Neutral,
"June 09, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 09, 2010, Wednesday. ",Neutral,
"June 08, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 08, 2010, Tuesday. ",Neutral,
"June 07, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 07, 2010, Monday. ",Neutral,
"June 06, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 06, 2010, Sunday. ",Neutral,
"June 05, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 05, 2010, Saturday. ",Neutral,
"June 04, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 04, 2010, Friday. ",Neutral,
"June 03, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 03, 2010, Thursday. ",Neutral,
"June 02, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 02, 2010, Wednesday. ",Neutral,
"June 01, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 01, 2010, Tuesday. ",Neutral,
"May 31, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 31, 2010, Monday. ",Neutral,
"May 30, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 30, 2010, Sunday. ",Neutral,
"May 29, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 29, 2010, Saturday. ",Neutral,
"May 28, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 28, 2010, Friday. ",Neutral,
"May 27, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 27, 2010, Thursday. ",Neutral,
"May 26, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 26, 2010, Wednesday. ",Neutral,
"May 25, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 25, 2010, Tuesday. ",Neutral,
"May 24, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 24, 2010, Monday. ",Neutral,
"May 23, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 23, 2010, Sunday. ",Neutral,
"May 22, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 22, 2010, Saturday. ",Neutral,
"May 21, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 21, 2010, Friday. ",Neutral,
"May 20, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 20, 2010, Thursday. ",Neutral,
"May 19, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 19, 2010, Wednesday. ",Neutral,
"May 18, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 18, 2010, Tuesday. ",Neutral,
"May 17, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 17, 2010, Monday. ",Neutral,
"May 16, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 16, 2010, Sunday. ",Neutral,
"May 15, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 15, 2010, Saturday. ",Neutral,
"May 14, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 14, 2010, Friday. ",Neutral,
"May 13, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 13, 2010, Thursday. ",Neutral,
"May 12, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 12, 2010, Wednesday. ",Neutral,
"May 11, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 11, 2010, Tuesday. ",Neutral,
"May 10, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 10, 2010, Monday. ",Neutral,
"May 09, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 09, 2010, Sunday. ",Neutral,
"May 08, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 08, 2010, Saturday. ",Neutral,
"May 07, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 07, 2010, Friday. ",Neutral,
"May 06, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 06, 2010, Thursday. ",Neutral,
"May 05, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 05, 2010, Wednesday. ",Neutral,
"May 04, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 04, 2010, Tuesday. ",Neutral,
"May 03, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 03, 2010, Monday. ",Neutral,
"May 02, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 02, 2010, Sunday. ",Neutral,
"May 01, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 01, 2010, Saturday. ",Neutral,
"April 30, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 30, 2010, Friday. ",Neutral,
"April 29, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 29, 2010, Thursday. ",Neutral,
"April 28, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 28, 2010, Wednesday. ",Neutral,
"April 27, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 27, 2010, Tuesday. ",Neutral,
"April 26, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 26, 2010, Monday. ",Neutral,
"April 25, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 25, 2010, Sunday. ",Neutral,
"April 24, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 24, 2010, Saturday. ",Neutral,
"April 23, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 23, 2010, Friday. ",Neutral,
"April 22, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 22, 2010, Thursday. ",Neutral,
"April 21, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 21, 2010, Wednesday. ",Neutral,
"April 20, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 20, 2010, Tuesday. ",Neutral,
"April 19, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 19, 2010, Monday. ",Neutral,
"April 18, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 18, 2010, Sunday. ",Neutral,
"April 17, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 17, 2010, Saturday. ",Neutral,
"April 16, 2010, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 16, 2010, Friday. ",Neutral,
"April 15, 2010, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 15, 2010, Thursday. ",Neutral,
"April 14, 2010, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 14, 2010, Wednesday. ",Neutral,
"April 13, 2010, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 13, 2010, Tuesday. ",Neutral,
"April 12, 2010, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 12, 2010, Monday. ",Neutral,
"April 11, 2010, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 11, 2010, Sunday. ",Neutral,
"April 10, 2010, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 10, 2010, Saturday. ",Neutral,
